Município;Dose;Total Doses Aplicadas
PEDRANÓPOLIS;1° DOSE;2393
PEDRA BELA;1° DOSE;5525
PEDERNEIRAS;1° DOSE;36537
PAULO DE FARIA;1° DOSE;7168
PAULISTÂNIA;1° DOSE;1697
PAULÍNIA;1° DOSE;86436
PAULICÉIA;1° DOSE;6059
PATROCÍNIO PAULISTA;1° DOSE;11972
PARISI;1° DOSE;2183
PARIQUERA-AÇU;1° DOSE;16377
PARDINHO;1° DOSE;5847
PARAPUÃ;1° DOSE;8694
PARANAPUÃ;1° DOSE;3530
PARANAPANEMA;1° DOSE;16058
PARAÍSO;1° DOSE;4895
PARAIBUNA;1° DOSE;14599
PARAGUAÇU PAULISTA;1° DOSE;35054
PANORAMA;1° DOSE;11765
PALMITAL;1° DOSE;17746
PALMEIRA D'OESTE;1° DOSE;7804
PALMARES PAULISTA;1° DOSE;7749
PALESTINA;1° DOSE;9510
PACAEMBU;1° DOSE;13746
OUROESTE;1° DOSE;8590
OURO VERDE;1° DOSE;6284
OURINHOS;1° DOSE;88124
OSVALDO CRUZ;1° DOSE;26623
OSCAR BRESSANE;1° DOSE;2168
OSASCO;1° DOSE;606459
ORLÂNDIA;1° DOSE;31859
ORINDIÚVA;1° DOSE;5045
ORIENTE;1° DOSE;5216
ONDA VERDE;1° DOSE;3901
OLÍMPIA;1° DOSE;46565
ÓLEO;1° DOSE;2438
OCAUÇU;1° DOSE;3567
NUPORANGA;1° DOSE;6190
NOVO HORIZONTE;1° DOSE;32465
NOVAIS;1° DOSE;3670
NOVA ODESSA;1° DOSE;46594
NOVA LUZITÂNIA;1° DOSE;2495
NOVA INDEPENDÊNCIA;1° DOSE;4582
NOVA GUATAPORANGA;1° DOSE;1910
NOVA GRANADA;1° DOSE;16333
NOVA EUROPA;1° DOSE;7743
NOVA CASTILHO;1° DOSE;941
NOVA CANAÃ PAULISTA;1° DOSE;1728
NOVA CAMPINA;1° DOSE;7232
NOVA ALIANÇA;1° DOSE;5827
NIPOÃ;1° DOSE;4051
NHANDEARA;1° DOSE;8701
NEVES PAULISTA;1° DOSE;7979
NAZARÉ PAULISTA;1° DOSE;15318
NATIVIDADE DA SERRA;1° DOSE;5902
NARANDIBA;1° DOSE;4297
NANTES;1° DOSE;2274
MURUTINGA DO SUL;1° DOSE;3261
MOTUCA;1° DOSE;3475
MORUNGABA;1° DOSE;11765
MORRO AGUDO;1° DOSE;22920
MONTEIRO LOBATO;1° DOSE;3707
MONTE MOR;1° DOSE;52375
MONTE CASTELO;1° DOSE;3387
MONTE AZUL PAULISTA;1° DOSE;15503
MONTE APRAZÍVEL;1° DOSE;18770
MONTE ALTO;1° DOSE;40456
MONTE ALEGRE DO SUL;1° DOSE;6597
MONGAGUÁ;1° DOSE;48256
MONÇÕES;1° DOSE;1759
MOMBUCA;1° DOSE;3064
MOGI MIRIM;1° DOSE;77716
MOGI GUAÇU;1° DOSE;122555
MOGI DAS CRUZES;1° DOSE;346703
MOCOCA;1° DOSE;58257
MIRASSOLÂNDIA;1° DOSE;4232
MIRASSOL;1° DOSE;49681
MIRANTE DO PARANAPANEMA;1° DOSE;13493
MIRANDÓPOLIS;1° DOSE;24650
MIRACATU;1° DOSE;16259
MIRA ESTRELA;1° DOSE;2534
MINEIROS DO TIETÊ;1° DOSE;9534
MIGUELÓPOLIS;1° DOSE;16492
MESÓPOLIS;1° DOSE;1792
MERIDIANO;1° DOSE;3549
MENDONÇA;1° DOSE;5229
MAUÁ;1° DOSE;327779
MATÃO;1° DOSE;69259
MARTINÓPOLIS;1° DOSE;21579
MARINÓPOLIS;1° DOSE;1647
MARÍLIA;1° DOSE;195581
MARIÁPOLIS;1° DOSE;2931
MARAPOAMA;1° DOSE;2677
MARACAÍ;1° DOSE;10969
MARABÁ PAULISTA;1° DOSE;4348
MANDURI;1° DOSE;8174
MAIRIPORÃ;1° DOSE;73612
MAIRINQUE;1° DOSE;44567
MAGDA;1° DOSE;2700
MACEDÔNIA;1° DOSE;3264
MACAUBAL;1° DOSE;6339
MACATUBA;1° DOSE;13840
LUTÉCIA;1° DOSE;2229
LUPÉRCIO;1° DOSE;3456
LUIZIÂNIA;1° DOSE;4098
LUÍS ANTÔNIO;1° DOSE;10294
LUCIANÓPOLIS;1° DOSE;2175
LUCÉLIA;1° DOSE;17130
LOUVEIRA;1° DOSE;40729
LOURDES;1° DOSE;1877
LORENA;1° DOSE;69201
LINS;1° DOSE;62052
LINDÓIA;1° DOSE;5930
LIMEIRA;1° DOSE;243024
LENÇÓIS PAULISTA;1° DOSE;56150
LEME;1° DOSE;81103
LAVRINHAS;1° DOSE;5054
LAVÍNIA;1° DOSE;10128
LARANJAL PAULISTA;1° DOSE;23876
LAGOINHA;1° DOSE;4643
JUQUITIBA;1° DOSE;26016
JUQUIÁ;1° DOSE;14563
JUNQUEIRÓPOLIS;1° DOSE;17207
JUNDIAÍ;1° DOSE;353916
JUMIRIM;1° DOSE;2881
JÚLIO MESQUITA;1° DOSE;3650
JOSÉ BONIFÁCIO;1° DOSE;29834
JOÃO RAMALHO;1° DOSE;3497
JOANÓPOLIS;1° DOSE;11336
JERIQUARA;1° DOSE;2931
JAÚ;1° DOSE;111299
JARINU;1° DOSE;28135
JARDINÓPOLIS;1° DOSE;36310
JANDIRA;1° DOSE;92864
JAMBEIRO;1° DOSE;4757
JALES;1° DOSE;41397
JAGUARIÚNA;1° DOSE;48845
JACUPIRANGA;1° DOSE;13037
JACI;1° DOSE;6277
JACAREÍ;1° DOSE;184673
JABOTICABAL;1° DOSE;61200
JABORANDI;1° DOSE;5155
ITUVERAVA;1° DOSE;31586
ITUPEVA;1° DOSE;53054
ITU;1° DOSE;146903
ITOBI;1° DOSE;6411
ITIRAPUÃ;1° DOSE;4986
ITIRAPINA;1° DOSE;14559
ITATINGA;1° DOSE;15645
ITATIBA;1° DOSE;97013
ITARIRI;1° DOSE;11751
ITARARÉ;1° DOSE;37062
ITAQUAQUECETUBA;1° DOSE;277574
ITAPURA;1° DOSE;3402
ITAPUÍ;1° DOSE;10920
ITAPORANGA;1° DOSE;11963
ITÁPOLIS;1° DOSE;33347
ITAPIRAPUÃ PAULISTA;1° DOSE;3561
ITAPIRA;1° DOSE;61691
ITAPEVI;1° DOSE;191027
ITAPEVA;1° DOSE;76183
ITAPETININGA;1° DOSE;130919
ITAPECERICA DA SERRA;1° DOSE;128569
ITAOCA;1° DOSE;2891
ITANHAÉM;1° DOSE;93023
ITAJU;1° DOSE;2898
ITAJOBI;1° DOSE;13754
ITAÍ;1° DOSE;21826
ITABERÁ;1° DOSE;15098
IRAPURU;1° DOSE;6832
IRAPUÃ;1° DOSE;5823
IRACEMÁPOLIS;1° DOSE;18139
IPUÃ;1° DOSE;12243
IPORANGA;1° DOSE;3229
IPIGUÁ;1° DOSE;4814
IPEÚNA;1° DOSE;5374
IPERÓ;1° DOSE;26483
IPAUSSU;1° DOSE;11191
INÚBIA PAULISTA;1° DOSE;3067
INDIAPORÃ;1° DOSE;3452
INDIANA;1° DOSE;4011
INDAIATUBA;1° DOSE;213871
ILHABELA;1° DOSE;32328
ILHA SOLTEIRA;1° DOSE;22076
ILHA COMPRIDA;1° DOSE;11116
IGUAPE;1° DOSE;24240
IGARATÁ;1° DOSE;8990
IGARAPAVA;1° DOSE;22029
IGARAÇU DO TIETÊ;1° DOSE;18977
IEPÊ;1° DOSE;6472
ICÉM;1° DOSE;6406
IBIÚNA;1° DOSE;64884
IBITINGA;1° DOSE;48550
IBIRAREMA;1° DOSE;5466
IBIRÁ;1° DOSE;9937
IBATÉ;1° DOSE;27056
IARAS;1° DOSE;7443
IACRI;1° DOSE;5270
IACANGA;1° DOSE;9033
HORTOLÂNDIA;1° DOSE;184907
HOLAMBRA;1° DOSE;13448
HERCULÂNDIA;1° DOSE;7126
GUZOLÂNDIA;1° DOSE;3779
GUATAPARÁ;1° DOSE;6162
GUARULHOS;1° DOSE;1056011
GUARUJÁ;1° DOSE;251455
GUARIBA;1° DOSE;30889
GUAREÍ;1° DOSE;13346
GUARATINGUETÁ;1° DOSE;96713
GUARAREMA;1° DOSE;26571
GUARARAPES;1° DOSE;25645
GUARANTÃ;1° DOSE;5117
GUARANI D'OESTE;1° DOSE;1734
GUARACI;1° DOSE;8471
GUARAÇAÍ;1° DOSE;6489
GUARÁ;1° DOSE;15759
GUAPIARA;1° DOSE;14543
GUAPIAÇU;1° DOSE;17723
GUAÍRA;1° DOSE;32913
GUAIMBÊ;1° DOSE;4439
GUAIÇARA;1° DOSE;9299
GLICÉRIO;1° DOSE;3620
GETULINA;1° DOSE;9031
GENERAL SALGADO;1° DOSE;8703
GAVIÃO PEIXOTO;1° DOSE;3950
GASTÃO VIDIGAL;1° DOSE;2895
GARÇA;1° DOSE;35256
GÁLIA;1° DOSE;5538
GABRIEL MONTEIRO;1° DOSE;2329
FRANCO DA ROCHA;1° DOSE;123699
FRANCISCO MORATO;1° DOSE;136947
FRANCA;1° DOSE;284722
FLORÍNEA;1° DOSE;4004
FLÓRIDA PAULISTA;1° DOSE;10227
FLOREAL;1° DOSE;2505
FLORA RICA;1° DOSE;1319
FERRAZ DE VASCONCELOS;1° DOSE;132057
FERNÃO;1° DOSE;1450
FERNANDÓPOLIS;1° DOSE;59927
FERNANDO PRESTES;1° DOSE;4976
FARTURA;1° DOSE;13393
EUCLIDES DA CUNHA PAULISTA;1° DOSE;6453
ESTRELA DO NORTE;1° DOSE;2280
ESTRELA D'OESTE;1° DOSE;7382
ESTIVA GERBI;1° DOSE;8942
ESPÍRITO SANTO DO TURVO;1° DOSE;4072
ESPÍRITO SANTO DO PINHAL;1° DOSE;35365
ENGENHEIRO COELHO;1° DOSE;16448
EMILIANÓPOLIS;1° DOSE;2594
EMBU-GUAÇU;1° DOSE;52395
EMBU DAS ARTES;1° DOSE;205461
EMBAÚBA;1° DOSE;1890
ELISIÁRIO;1° DOSE;2650
ELIAS FAUSTO;1° DOSE;14287
ELDORADO;1° DOSE;11234
ECHAPORÃ;1° DOSE;5348
DUMONT;1° DOSE;8379
DUARTINA;1° DOSE;10643
DRACENA;1° DOSE;38454
DOURADO;1° DOSE;7411
DOLCINÓPOLIS;1° DOSE;2045
DOIS CÓRREGOS;1° DOSE;20464
DOBRADA;1° DOSE;6887
DIVINOLÂNDIA;1° DOSE;10254
DIRCE REIS;1° DOSE;1465
DIADEMA;1° DOSE;333469
DESCALVADO;1° DOSE;27560
CUNHA;1° DOSE;18201
CUBATÃO;1° DOSE;90013
CRUZEIRO;1° DOSE;64339
CRUZÁLIA;1° DOSE;1808
CRISTAIS PAULISTA;1° DOSE;7272
CRAVINHOS;1° DOSE;29026
COTIA;1° DOSE;194429
COSMORAMA;1° DOSE;7165
COSMÓPOLIS;1° DOSE;46755
CORUMBATAÍ;1° DOSE;3288
CORONEL MACEDO;1° DOSE;3894
COROADOS;1° DOSE;4490
CORDEIRÓPOLIS;1° DOSE;20212
CONCHAS;1° DOSE;13822
CONCHAL;1° DOSE;23382
COLÔMBIA;1° DOSE;5506
COLINA;1° DOSE;14897
CLEMENTINA;1° DOSE;5889
CHAVANTES;1° DOSE;9889
CHARQUEADA;1° DOSE;13434
CESÁRIO LANGE;1° DOSE;15323
CERQUILHO;1° DOSE;38238
CERQUEIRA CÉSAR;1° DOSE;18938
CEDRAL;1° DOSE;8754
CATIGUÁ;1° DOSE;6140
CATANDUVA;1° DOSE;97875
CASTILHO;1° DOSE;16241
CÁSSIA DOS COQUEIROS;1° DOSE;2333
CASA BRANCA;1° DOSE;23840
CARDOSO;1° DOSE;10065
CARAPICUÍBA;1° DOSE;322917
CARAGUATATUBA;1° DOSE;103437
CAPIVARI;1° DOSE;41933
CAPELA DO ALTO;1° DOSE;19592
CAPÃO BONITO;1° DOSE;37927
CANITAR;1° DOSE;4197
CÂNDIDO RODRIGUES;1° DOSE;2498
CÂNDIDO MOTA;1° DOSE;24397
CANAS;1° DOSE;3697
CANANÉIA;1° DOSE;10607
CAMPOS NOVOS PAULISTA;1° DOSE;3944
CAMPOS DO JORDÃO;1° DOSE;42361
CAMPO LIMPO PAULISTA;1° DOSE;63838
CAMPINAS;1° DOSE;960790
CAMPINA DO MONTE ALEGRE;1° DOSE;5225
CAJURU;1° DOSE;19950
CAJOBI;1° DOSE;7877
CAJATI;1° DOSE;23835
CAJAMAR;1° DOSE;73281
CAIUÁ;1° DOSE;6474
CAIEIRAS;1° DOSE;76047
CAIABU;1° DOSE;3139
CAFELÂNDIA;1° DOSE;13636
CACONDE;1° DOSE;15388
CACHOEIRA PAULISTA;1° DOSE;24861
CAÇAPAVA;1° DOSE;76080
CABREÚVA;1° DOSE;41899
CABRÁLIA PAULISTA;1° DOSE;3583
BURITIZAL;1° DOSE;3559
BURITAMA;1° DOSE;14092
BURI;1° DOSE;16377
BROTAS;1° DOSE;19899
BRODOWSKI;1° DOSE;20331
BREJO ALEGRE;1° DOSE;2168
BRAÚNA;1° DOSE;4462
BRAGANÇA PAULISTA;1° DOSE;149773
BOTUCATU;1° DOSE;138311
BOREBI;1° DOSE;2143
BORBOREMA;1° DOSE;12437
BORACÉIA;1° DOSE;3944
BORÁ;1° DOSE;837
BOM SUCESSO DE ITARARÉ;1° DOSE;3049
BOM JESUS DOS PERDÕES;1° DOSE;19835
BOITUVA;1° DOSE;48281
BOFETE;1° DOSE;8888
BOCAINA;1° DOSE;9216
BOA ESPERANÇA DO SUL;1° DOSE;10940
BIRITIBA MIRIM;1° DOSE;24301
BIRIGUI;1° DOSE;95783
BILAC;1° DOSE;6258
BERTIOGA;1° DOSE;55158
BERNARDINO DE CAMPOS;1° DOSE;10403
BENTO DE ABREU;1° DOSE;2097
BEBEDOURO;1° DOSE;63781
BAURU;1° DOSE;310895
BATATAIS;1° DOSE;50051
BASTOS;1° DOSE;18495
BARUERI;1° DOSE;230470
BARRINHA;1° DOSE;24696
BARRETOS;1° DOSE;103806
BARRA DO TURVO;1° DOSE;6297
BARRA DO CHAPÉU;1° DOSE;4450
BARRA BONITA;1° DOSE;29312
BARIRI;1° DOSE;25793
BARBOSA;1° DOSE;5284
BARÃO DE ANTONINA;1° DOSE;2996
BANANAL;1° DOSE;8615
BÁLSAMO;1° DOSE;7515
BALBINOS;1° DOSE;4564
BADY BASSITT;1° DOSE;16974
AVARÉ;1° DOSE;76733
AVANHANDAVA;1° DOSE;9752
AVAÍ;1° DOSE;4280
AURIFLAMA;1° DOSE;11205
ATIBAIA;1° DOSE;125945
ASSIS;1° DOSE;82939
ASPÁSIA;1° DOSE;1626
ARUJÁ;1° DOSE;70056
ARTUR NOGUEIRA;1° DOSE;42560
ARIRANHA;1° DOSE;6704
AREIÓPOLIS;1° DOSE;7883
AREIAS;1° DOSE;3127
AREALVA;1° DOSE;7005
ARCO-ÍRIS;1° DOSE;1700
ARARAS;1° DOSE;108812
ARARAQUARA;1° DOSE;199692
ARAPEÍ;1° DOSE;2077
ARANDU;1° DOSE;5346
ARAMINA;1° DOSE;4450
ARAÇOIABA DA SERRA;1° DOSE;26700
ARAÇATUBA;1° DOSE;163639
ARAÇARIGUAMA;1° DOSE;17680
APIAÍ;1° DOSE;19792
APARECIDA D'OESTE;1° DOSE;3770
APARECIDA;1° DOSE;27955
ANHUMAS;1° DOSE;3284
ANHEMBI;1° DOSE;5213
ANGATUBA;1° DOSE;19414
ANDRADINA;1° DOSE;47755
ANALÂNDIA;1° DOSE;3745
AMPARO;1° DOSE;60527
AMÉRICO DE CAMPOS;1° DOSE;4865
AMÉRICO BRASILIENSE;1° DOSE;28449
AMERICANA;1° DOSE;192733
ALVINLÂNDIA;1° DOSE;2505
ÁLVARO DE CARVALHO;1° DOSE;5441
ÁLVARES MACHADO;1° DOSE;19924
ÁLVARES FLORENCE;1° DOSE;3346
ALUMÍNIO;1° DOSE;14082
ALTO ALEGRE;1° DOSE;3378
ALTINÓPOLIS;1° DOSE;13806
ALTAIR;1° DOSE;2901
ALFREDO MARCONDES;1° DOSE;3893
ALAMBARI;1° DOSE;4692
AGUDOS;1° DOSE;32529
ÁGUAS DE SÃO PEDRO;1° DOSE;3470
ÁGUAS DE SANTA BÁRBARA;1° DOSE;5321
ÁGUAS DE LINDÓIA;1° DOSE;16489
ÁGUAS DA PRATA;1° DOSE;6587
AGUAÍ;1° DOSE;27612
ADOLFO;1° DOSE;3774
ADAMANTINA;1° DOSE;29658
