Município;Dose;Total Doses Aplicadas
PAULICÉIA;1° DOSE;5985
PATROCÍNIO PAULISTA;1° DOSE;11782
PARISI;1° DOSE;2167
PARIQUERA-AÇU;1° DOSE;16031
PARDINHO;1° DOSE;5756
PARAPUÃ;1° DOSE;8648
PARANAPUÃ;1° DOSE;3486
PARANAPANEMA;1° DOSE;15930
PARAÍSO;1° DOSE;4866
PARAIBUNA;1° DOSE;14431
PARAGUAÇU PAULISTA;1° DOSE;34875
PANORAMA;1° DOSE;11646
PALMITAL;1° DOSE;17662
PALMEIRA D'OESTE;1° DOSE;7777
PALMARES PAULISTA;1° DOSE;7674
PALESTINA;1° DOSE;9453
PACAEMBU;1° DOSE;13669
OUROESTE;1° DOSE;8561
OURO VERDE;1° DOSE;6251
OURINHOS;1° DOSE;87254
OSVALDO CRUZ;1° DOSE;26461
OSCAR BRESSANE;1° DOSE;2144
OSASCO;1° DOSE;600565
ORLÂNDIA;1° DOSE;31697
ORINDIÚVA;1° DOSE;5021
ORIENTE;1° DOSE;5132
ONDA VERDE;1° DOSE;3837
OLÍMPIA;1° DOSE;46190
ÓLEO;1° DOSE;2395
OCAUÇU;1° DOSE;3556
NUPORANGA;1° DOSE;6155
NOVO HORIZONTE;1° DOSE;32309
NOVAIS;1° DOSE;3643
NOVA ODESSA;1° DOSE;46352
NOVA LUZITÂNIA;1° DOSE;2486
NOVA INDEPENDÊNCIA;1° DOSE;4539
NOVA GUATAPORANGA;1° DOSE;1899
NOVA GRANADA;1° DOSE;16243
NOVA EUROPA;1° DOSE;7718
NOVA CASTILHO;1° DOSE;941
NOVA CANAÃ PAULISTA;1° DOSE;1704
NOVA CAMPINA;1° DOSE;7208
NOVA ALIANÇA;1° DOSE;5776
NIPOÃ;1° DOSE;4031
NHANDEARA;1° DOSE;8672
NEVES PAULISTA;1° DOSE;7931
NAZARÉ PAULISTA;1° DOSE;15248
NATIVIDADE DA SERRA;1° DOSE;5877
NARANDIBA;1° DOSE;4264
NANTES;1° DOSE;2261
MURUTINGA DO SUL;1° DOSE;3248
MOTUCA;1° DOSE;3466
MORUNGABA;1° DOSE;11550
MORRO AGUDO;1° DOSE;22757
MONTEIRO LOBATO;1° DOSE;3684
MONTE MOR;1° DOSE;51895
MONTE CASTELO;1° DOSE;3376
MONTE AZUL PAULISTA;1° DOSE;15436
MONTE APRAZÍVEL;1° DOSE;18681
MONTE ALTO;1° DOSE;40278
MONTE ALEGRE DO SUL;1° DOSE;6551
MONGAGUÁ;1° DOSE;47310
MONÇÕES;1° DOSE;1759
MOMBUCA;1° DOSE;3010
MOGI MIRIM;1° DOSE;77203
MOGI GUAÇU;1° DOSE;119991
MOGI DAS CRUZES;1° DOSE;342754
MOCOCA;1° DOSE;57926
MIRASSOLÂNDIA;1° DOSE;4210
MIRASSOL;1° DOSE;49442
MIRANTE DO PARANAPANEMA;1° DOSE;13429
MIRANDÓPOLIS;1° DOSE;24595
MIRACATU;1° DOSE;16053
MIRA ESTRELA;1° DOSE;2523
MINEIROS DO TIETÊ;1° DOSE;9477
MIGUELÓPOLIS;1° DOSE;16437
MESÓPOLIS;1° DOSE;1737
MERIDIANO;1° DOSE;3511
MENDONÇA;1° DOSE;5109
MAUÁ;1° DOSE;325888
MATÃO;1° DOSE;69001
MARTINÓPOLIS;1° DOSE;21521
MARINÓPOLIS;1° DOSE;1641
MARÍLIA;1° DOSE;193738
MARIÁPOLIS;1° DOSE;2923
MARAPOAMA;1° DOSE;2653
MARACAÍ;1° DOSE;10927
MARABÁ PAULISTA;1° DOSE;4335
MANDURI;1° DOSE;8138
MAIRIPORÃ;1° DOSE;72979
MAIRINQUE;1° DOSE;44119
MAGDA;1° DOSE;2688
MACEDÔNIA;1° DOSE;3225
MACAUBAL;1° DOSE;6280
MACATUBA;1° DOSE;13733
LUTÉCIA;1° DOSE;2227
LUPÉRCIO;1° DOSE;3432
LUIZIÂNIA;1° DOSE;4064
LUÍS ANTÔNIO;1° DOSE;10246
LUCIANÓPOLIS;1° DOSE;2142
LUCÉLIA;1° DOSE;17013
LOUVEIRA;1° DOSE;40034
LOURDES;1° DOSE;1871
LORENA;1° DOSE;68718
LINS;1° DOSE;61521
LINDÓIA;1° DOSE;5894
LIMEIRA;1° DOSE;241522
LENÇÓIS PAULISTA;1° DOSE;55636
LEME;1° DOSE;80690
LAVRINHAS;1° DOSE;5022
LAVÍNIA;1° DOSE;10108
LARANJAL PAULISTA;1° DOSE;23623
LAGOINHA;1° DOSE;4626
JUQUITIBA;1° DOSE;25697
JUQUIÁ;1° DOSE;14373
JUNQUEIRÓPOLIS;1° DOSE;17028
JUNDIAÍ;1° DOSE;346847
JUMIRIM;1° DOSE;2824
JÚLIO MESQUITA;1° DOSE;3639
JOSÉ BONIFÁCIO;1° DOSE;29604
JOÃO RAMALHO;1° DOSE;3478
JOANÓPOLIS;1° DOSE;11217
JERIQUARA;1° DOSE;2875
JAÚ;1° DOSE;110749
JARINU;1° DOSE;27603
JARDINÓPOLIS;1° DOSE;36144
JANDIRA;1° DOSE;91780
JAMBEIRO;1° DOSE;4732
JALES;1° DOSE;41200
JAGUARIÚNA;1° DOSE;47927
JACUPIRANGA;1° DOSE;12881
JACI;1° DOSE;6234
JACAREÍ;1° DOSE;176696
JABOTICABAL;1° DOSE;60982
JABORANDI;1° DOSE;5128
ITUVERAVA;1° DOSE;31447
ITUPEVA;1° DOSE;51234
ITU;1° DOSE;145681
ITOBI;1° DOSE;6373
ITIRAPUÃ;1° DOSE;4937
ITIRAPINA;1° DOSE;14227
ITATINGA;1° DOSE;15541
ITATIBA;1° DOSE;96406
ITARIRI;1° DOSE;11659
ITARARÉ;1° DOSE;36970
ITAQUAQUECETUBA;1° DOSE;274468
ITAPURA;1° DOSE;3389
ITAPUÍ;1° DOSE;10869
ITAPORANGA;1° DOSE;11928
ITÁPOLIS;1° DOSE;33202
ITAPIRAPUÃ PAULISTA;1° DOSE;3481
ITAPIRA;1° DOSE;61431
ITAPEVI;1° DOSE;188951
ITAPEVA;1° DOSE;74674
ITAPETININGA;1° DOSE;130254
ITAPECERICA DA SERRA;1° DOSE;127442
ITAOCA;1° DOSE;2790
ITANHAÉM;1° DOSE;92078
ITAJU;1° DOSE;2892
ITAJOBI;1° DOSE;13608
ITAÍ;1° DOSE;21740
ITABERÁ;1° DOSE;15041
IRAPURU;1° DOSE;6804
IRAPUÃ;1° DOSE;5786
IRACEMÁPOLIS;1° DOSE;18027
IPUÃ;1° DOSE;12190
IPORANGA;1° DOSE;3199
IPIGUÁ;1° DOSE;4726
IPEÚNA;1° DOSE;5305
IPERÓ;1° DOSE;26254
IPAUSSU;1° DOSE;11109
INÚBIA PAULISTA;1° DOSE;3061
INDIAPORÃ;1° DOSE;3414
INDIANA;1° DOSE;3994
INDAIATUBA;1° DOSE;208538
ILHABELA;1° DOSE;31925
ILHA SOLTEIRA;1° DOSE;21934
ILHA COMPRIDA;1° DOSE;10940
IGUAPE;1° DOSE;24086
IGARATÁ;1° DOSE;8817
IGARAPAVA;1° DOSE;21913
IGARAÇU DO TIETÊ;1° DOSE;18886
IEPÊ;1° DOSE;6464
ICÉM;1° DOSE;6386
IBIÚNA;1° DOSE;63559
IBITINGA;1° DOSE;47984
IBIRAREMA;1° DOSE;5430
IBIRÁ;1° DOSE;9874
IBATÉ;1° DOSE;26905
IARAS;1° DOSE;7406
IACRI;1° DOSE;5243
IACANGA;1° DOSE;8983
HORTOLÂNDIA;1° DOSE;183351
HOLAMBRA;1° DOSE;13293
HERCULÂNDIA;1° DOSE;7018
GUZOLÂNDIA;1° DOSE;3752
GUATAPARÁ;1° DOSE;6124
GUARULHOS;1° DOSE;1046987
GUARUJÁ;1° DOSE;245693
GUARIBA;1° DOSE;30751
GUAREÍ;1° DOSE;13310
GUARATINGUETÁ;1° DOSE;96102
GUARAREMA;1° DOSE;26410
GUARARAPES;1° DOSE;25571
GUARANTÃ;1° DOSE;5068
GUARANI D'OESTE;1° DOSE;1730
GUARACI;1° DOSE;8437
GUARAÇAÍ;1° DOSE;6478
GUARÁ;1° DOSE;15670
GUAPIARA;1° DOSE;14372
GUAPIAÇU;1° DOSE;17579
GUAÍRA;1° DOSE;32698
GUAIMBÊ;1° DOSE;4413
GUAIÇARA;1° DOSE;9247
GLICÉRIO;1° DOSE;3608
GETULINA;1° DOSE;8984
GENERAL SALGADO;1° DOSE;8668
GAVIÃO PEIXOTO;1° DOSE;3879
GASTÃO VIDIGAL;1° DOSE;2884
GARÇA;1° DOSE;34935
GÁLIA;1° DOSE;5504
GABRIEL MONTEIRO;1° DOSE;2321
FRANCO DA ROCHA;1° DOSE;122753
FRANCISCO MORATO;1° DOSE;135421
FRANCA;1° DOSE;282552
FLORÍNEA;1° DOSE;3993
FLÓRIDA PAULISTA;1° DOSE;10202
FLOREAL;1° DOSE;2477
FLORA RICA;1° DOSE;1307
FERRAZ DE VASCONCELOS;1° DOSE;131097
FERNÃO;1° DOSE;1443
FERNANDÓPOLIS;1° DOSE;59553
FERNANDO PRESTES;1° DOSE;4935
FARTURA;1° DOSE;13324
EUCLIDES DA CUNHA PAULISTA;1° DOSE;6418
ESTRELA DO NORTE;1° DOSE;2256
ESTRELA D'OESTE;1° DOSE;7303
ESTIVA GERBI;1° DOSE;8872
ESPÍRITO SANTO DO TURVO;1° DOSE;4046
ESPÍRITO SANTO DO PINHAL;1° DOSE;35160
ENGENHEIRO COELHO;1° DOSE;16288
EMILIANÓPOLIS;1° DOSE;2586
EMBU-GUAÇU;1° DOSE;51949
EMBU DAS ARTES;1° DOSE;204153
EMBAÚBA;1° DOSE;1876
ELISIÁRIO;1° DOSE;2639
ELIAS FAUSTO;1° DOSE;14201
ELDORADO;1° DOSE;11026
ECHAPORÃ;1° DOSE;5281
DUMONT;1° DOSE;8316
DUARTINA;1° DOSE;10593
DRACENA;1° DOSE;38053
DOURADO;1° DOSE;7359
DOLCINÓPOLIS;1° DOSE;2033
DOIS CÓRREGOS;1° DOSE;20358
DOBRADA;1° DOSE;6853
DIVINOLÂNDIA;1° DOSE;10168
DIRCE REIS;1° DOSE;1459
DIADEMA;1° DOSE;331392
DESCALVADO;1° DOSE;27468
CUNHA;1° DOSE;18110
CUBATÃO;1° DOSE;89168
CRUZEIRO;1° DOSE;64046
CRUZÁLIA;1° DOSE;1798
CRISTAIS PAULISTA;1° DOSE;7192
CRAVINHOS;1° DOSE;28879
COTIA;1° DOSE;192493
COSMORAMA;1° DOSE;7039
COSMÓPOLIS;1° DOSE;46401
CORUMBATAÍ;1° DOSE;3253
CORONEL MACEDO;1° DOSE;3888
COROADOS;1° DOSE;4472
CORDEIRÓPOLIS;1° DOSE;20025
CONCHAS;1° DOSE;13742
CONCHAL;1° DOSE;23149
COLÔMBIA;1° DOSE;5388
COLINA;1° DOSE;14833
CLEMENTINA;1° DOSE;5866
CHAVANTES;1° DOSE;9821
CHARQUEADA;1° DOSE;13350
CESÁRIO LANGE;1° DOSE;14737
CERQUILHO;1° DOSE;37989
CERQUEIRA CÉSAR;1° DOSE;18790
CEDRAL;1° DOSE;8493
CATIGUÁ;1° DOSE;6115
CATANDUVA;1° DOSE;97363
CASTILHO;1° DOSE;16097
CÁSSIA DOS COQUEIROS;1° DOSE;2325
CASA BRANCA;1° DOSE;23624
CARDOSO;1° DOSE;10039
CARAPICUÍBA;1° DOSE;319856
CARAGUATATUBA;1° DOSE;101619
CAPIVARI;1° DOSE;41773
CAPELA DO ALTO;1° DOSE;19330
CAPÃO BONITO;1° DOSE;37684
CANITAR;1° DOSE;4163
CÂNDIDO RODRIGUES;1° DOSE;2497
CÂNDIDO MOTA;1° DOSE;24222
CANAS;1° DOSE;3670
CANANÉIA;1° DOSE;10377
CAMPOS NOVOS PAULISTA;1° DOSE;3922
CAMPOS DO JORDÃO;1° DOSE;41977
CAMPO LIMPO PAULISTA;1° DOSE;62983
CAMPINAS;1° DOSE;950976
CAMPINA DO MONTE ALEGRE;1° DOSE;5159
CAJURU;1° DOSE;19860
CAJOBI;1° DOSE;7836
CAJATI;1° DOSE;23629
CAJAMAR;1° DOSE;72389
CAIUÁ;1° DOSE;6420
CAIEIRAS;1° DOSE;75571
CAIABU;1° DOSE;3133
CAFELÂNDIA;1° DOSE;13562
CACONDE;1° DOSE;15308
CACHOEIRA PAULISTA;1° DOSE;24714
CAÇAPAVA;1° DOSE;75429
CABREÚVA;1° DOSE;41603
CABRÁLIA PAULISTA;1° DOSE;3559
BURITIZAL;1° DOSE;3546
BURITAMA;1° DOSE;14039
BURI;1° DOSE;16228
BROTAS;1° DOSE;19808
BRODOWSKI;1° DOSE;20124
BREJO ALEGRE;1° DOSE;2156
BRAÚNA;1° DOSE;4431
BRAGANÇA PAULISTA;1° DOSE;148553
BOTUCATU;1° DOSE;137559
BOREBI;1° DOSE;2127
BORBOREMA;1° DOSE;12407
BORACÉIA;1° DOSE;3880
BORÁ;1° DOSE;836
BOM SUCESSO DE ITARARÉ;1° DOSE;3036
BOM JESUS DOS PERDÕES;1° DOSE;19717
BOITUVA;1° DOSE;47768
BOFETE;1° DOSE;8832
BOCAINA;1° DOSE;9187
BOA ESPERANÇA DO SUL;1° DOSE;10906
BIRITIBA MIRIM;1° DOSE;24081
BIRIGUI;1° DOSE;95293
BILAC;1° DOSE;6240
BERTIOGA;1° DOSE;54224
BERNARDINO DE CAMPOS;1° DOSE;10343
BENTO DE ABREU;1° DOSE;2088
BEBEDOURO;1° DOSE;63309
BAURU;1° DOSE;308035
BATATAIS;1° DOSE;49663
BASTOS;1° DOSE;18070
BARUERI;1° DOSE;225372
BARRINHA;1° DOSE;24318
BARRETOS;1° DOSE;102826
BARRA DO TURVO;1° DOSE;6234
BARRA DO CHAPÉU;1° DOSE;4336
BARRA BONITA;1° DOSE;29225
BARIRI;1° DOSE;25685
BARBOSA;1° DOSE;5249
BARÃO DE ANTONINA;1° DOSE;2984
BANANAL;1° DOSE;8579
BÁLSAMO;1° DOSE;7403
BALBINOS;1° DOSE;4560
BADY BASSITT;1° DOSE;16534
AVARÉ;1° DOSE;76431
AVANHANDAVA;1° DOSE;9715
AVAÍ;1° DOSE;4264
AURIFLAMA;1° DOSE;11142
ATIBAIA;1° DOSE;122903
ASSIS;1° DOSE;82622
ASPÁSIA;1° DOSE;1620
ARUJÁ;1° DOSE;69625
ARTUR NOGUEIRA;1° DOSE;42248
ARIRANHA;1° DOSE;6663
AREIÓPOLIS;1° DOSE;7845
AREIAS;1° DOSE;3107
AREALVA;1° DOSE;6949
ARCO-ÍRIS;1° DOSE;1694
ARARAS;1° DOSE;108245
ARARAQUARA;1° DOSE;198420
ARAPEÍ;1° DOSE;2056
ARANDU;1° DOSE;5323
ARAMINA;1° DOSE;4406
ARAÇOIABA DA SERRA;1° DOSE;26457
ARAÇATUBA;1° DOSE;162482
ARAÇARIGUAMA;1° DOSE;17474
APIAÍ;1° DOSE;19584
APARECIDA D'OESTE;1° DOSE;3731
APARECIDA;1° DOSE;27819
ANHUMAS;1° DOSE;3265
ANHEMBI;1° DOSE;5156
ANGATUBA;1° DOSE;19258
ANDRADINA;1° DOSE;47266
ANALÂNDIA;1° DOSE;3705
AMPARO;1° DOSE;60207
AMÉRICO DE CAMPOS;1° DOSE;4844
AMÉRICO BRASILIENSE;1° DOSE;28333
AMERICANA;1° DOSE;191201
ALVINLÂNDIA;1° DOSE;2487
ÁLVARO DE CARVALHO;1° DOSE;5394
ÁLVARES MACHADO;1° DOSE;19810
ÁLVARES FLORENCE;1° DOSE;3325
ALUMÍNIO;1° DOSE;13966
ALTO ALEGRE;1° DOSE;3360
ALTINÓPOLIS;1° DOSE;13497
ALTAIR;1° DOSE;2898
ALFREDO MARCONDES;1° DOSE;3881
ALAMBARI;1° DOSE;4670
AGUDOS;1° DOSE;32240
ÁGUAS DE SÃO PEDRO;1° DOSE;3442
ÁGUAS DE SANTA BÁRBARA;1° DOSE;5166
ÁGUAS DE LINDÓIA;1° DOSE;16355
ÁGUAS DA PRATA;1° DOSE;6566
AGUAÍ;1° DOSE;27507
ADOLFO;1° DOSE;3746
ADAMANTINA;1° DOSE;29555
